link,likes,comment_counts,dates,captions,type_posts,username
https://www.instagram.com/p/B3JLhk2p-dj/,33585,119,1570078607,big big dinner from last night #gloriousfood #seafood 🤤🤤🤤,GraphSidecar,hanahaho
https://www.instagram.com/p/B3CTx6jJWTj/,27647,106,1569848055,"kulihat ibu pertiwi 
sedang bersusah hati
air matanya berlinang
mas intannya terkenang. #prayforindonesia 💄: @fenyresita 📸: @justinharijawan",GraphImage,hanahaho
https://www.instagram.com/p/B2g3Nw7p0kO/,17621,55,1568725782,"in life, we have to set goals. and if what we’re doing is not taking us closer to our goals, then stop.",GraphImage,hanahaho
https://www.instagram.com/p/B2eCxtgp2Gp/,28436,79,1568631180,"kurang tidur, gaada persiapan, dadakan ke bromo. tapi kok tiba tiba gue sampe di korea?
gakdeng. ini lisa blekping di bromo gaesss~~",GraphImage,hanahaho
https://www.instagram.com/p/B2Y9KcZJl4k/,27150,100,1568460465,"glad to be back here in Malang ❤️❤️ inget 4 tahun lalu sempet stay sebulan lebih di malang ngerjain project film dan super in love sama kota ini. cuma mampir sebentar di malang, lanjut lagi now, off to Blitar😊😊",GraphImage,hanahaho
https://www.instagram.com/p/B1gRzKTpNTW/,37511,210,1566558682,sebuah selfie dengan model dandanan yang jarang gue pake : korean look 🤪🤪🤪 yang jadinya ga terlalu korean look karena look wajahku sangat amat mbak mbak jawa look~~,GraphImage,hanahaho
https://www.instagram.com/p/B1f1kP7pCgN/,53383,130,1566543880,pake lipstik merah karena males banget ngerias muka..... sekedar biar ga kebanting beb foto sama @sarahkeihl & @angelagilsha yg lagi tampil badai~~ 🦉🦉,GraphImage,hanahaho
https://www.instagram.com/p/B1GB0-Kp4AP/,94493,212,1565677893,drama ldr = goodbye hug di airport 🐒🐒 till we meet again~~ #ldr candid pic by @aviantony_ alwayz 😂😂,GraphImage,hanahaho
https://www.instagram.com/p/B03ICI9pprO/,16124,39,1565177830,"lagi hobi ootdan dimana mana. gatau kenapa, kayaknya mesti mulai influencing people to look good and sexy without being slutty. #ootd 📷 : @aviantony_",GraphImage,hanahaho
https://www.instagram.com/p/B02heiJpD37/,26865,75,1565157615,long distance relationship ga selamanya seburuk yang diceritain orang orang kok 🤪🤪 cekrek cekrek hengpong jadul by @aviantony_,GraphImage,hanahaho
https://www.instagram.com/p/B00lK19pnMM/,18691,47,1565092442,city girl 🙄 📷 : @aviantony_,GraphImage,hanahaho
https://www.instagram.com/p/B0yAkTSp_87/,19980,58,1565006143,sad gurl club 📷 : @aviantony_,GraphImage,hanahaho
https://www.instagram.com/p/B0xs70aJP8I/,17477,62,1564995850,pinkish is the new black(?) 📷: @aviantony_,GraphImage,hanahaho
https://www.instagram.com/p/B0vayW1JUND/,32099,116,1564919227,blurry night with additional ketumpahan fruittea but still had a really great time there. #fruitteaxwtf19,GraphImage,hanahaho
https://www.instagram.com/p/B0sMuVzJtmG/,33838,58,1564811190,#bucinberkelas (?) #ravenisodd 📷 : @aviantony_,GraphSidecar,hanahaho
https://www.instagram.com/p/B0nulWqpNX5/,16327,40,1564661170,pinjem outernya @nurhaziza9 biar ga monoton bajunya itu itu doang. thankyou 🤪 #ravenisodd 📷: @aviantony_,GraphImage,hanahaho
https://www.instagram.com/p/B0lBV9CJeiR/,18166,62,1564570343,the disco dance pose #ravenisodd #guccigang 📷 : @aviantony_,GraphImage,hanahaho
https://www.instagram.com/p/B0gGMi7JLIX/,48717,174,1564405115,ngetawain polusi ibu kota 🐒,GraphImage,hanahaho
https://www.instagram.com/p/B0f4wEKpEMD/,19186,63,1564398066,bringing back the 80’s 🐒,GraphImage,hanahaho
https://www.instagram.com/p/B0dTRWcJ99S/,10163,28,1564311307,#ootd couple goalz 101,GraphImage,hanahaho
https://www.instagram.com/p/CCdvkT1pLoS/,45344,287,1594390997,High five on the horse @qahtanhalilintar 🏇✋,GraphVideo,muntazhalilintar
https://www.instagram.com/p/CCarLhJJxEM/,64495,435,1594288009,Check it out in tik tok😁 @saaihalilintar @sajidahhalilintar,GraphVideo,muntazhalilintar
https://www.instagram.com/p/CCaoQClJ20q/,64729,702,1594286479,"Kok aku nggak bisa2 ya masuk ke dalam kolam 🤔, sudah lebih dari 100 hari aku tidak berenang 🏊‍♂️ #genhalilintar",GraphVideo,muntazhalilintar
https://www.instagram.com/p/CCN7CGcpuhD/,92419,879,1593860053,"I’m learning how to ride a horse, but even just walking with a horse is not so easy, i cannot imagine how rasulallah and his companians run with a horse on war and can still hold on, even sometimes they do that while doing archery, it’s so amazing😊, Apakah kalian pernah naik kuda🐴 🏇",GraphImage,muntazhalilintar
https://www.instagram.com/p/CCK_UG2JS-M/,92227,786,1593761649,"80 meters, My best hit on golf🏌️‍♂️",GraphVideo,muntazhalilintar
https://www.instagram.com/p/CB8ASWSJZwT/,99203,899,1593258828,#throwback,GraphImage,muntazhalilintar
https://www.instagram.com/p/CB4NDhZJF-f/,119345,1187,1593131305,"Muntaz halilintar jowo version, siapa tu dibelakang 😂😂😂 #jowo #genhalilintar",GraphImage,muntazhalilintar
https://www.instagram.com/p/CBvd1nNpMOy/,107827,855,1592838114,Sunset 🌅 #sunset #genhalilintar,GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CBsjWI1J_oI/,121964,1509,1592740338,Photoshoot 🌟,GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CBmU82WJ1FG/,125436,920,1592531464,"Aku lupa upload foto ini, ini bikin aku kangen usa🥺, foto by kak @sohwahalilintar #usa #stayhome #genhalilintar",GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CBh6JLlpWC-/,123661,1715,1592383192,"Barber shop at home and haircut by mommy @genifaruk . Yay banyak komen jangan botak, jadi aku nggak jadi botak😆, Tapi aku coba rambutnya kayak mangkok, komen rambutnya bagus atau nggak😁, foto by kak @sohwahalilintar #barbershopathome #stayhome #600thpost",GraphImage,muntazhalilintar
https://www.instagram.com/p/CBcO15Xp2x3/,121986,1903,1592192717,"Aku mau dipotong rambutnya sama umi @genifaruk 💇‍♂️, kata semuanya aku harus botak😱, komen down below kalian mau rambut aku kayak apa.",GraphImage,muntazhalilintar
https://www.instagram.com/p/CBM28T8pUTf/,138400,966,1591676871,"Love my brother
@qahtanhalilintar.  edit: aku lupa mention foto by ayah aku @halilintarasmid",GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CBDIU5mJ2kw/,176528,2716,1591350441,"Kak @fatimahhalilintar took this photo for me, swipe terus 🤣🤣🤣🤣 @fatehhalilintar",GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CA5CFcoJ-aX/,120467,1421,1591011624,Aku rindu rumah isolasi 🥺 #dirumahaja,GraphImage,muntazhalilintar
https://www.instagram.com/p/CA2vBgqJSQt/,77227,521,1590934779,"My mind when lockdown is over,
Pikiran aku ketika lockdown selesai. #meme #waterslide",GraphVideo,muntazhalilintar
https://www.instagram.com/p/CAwasl5pSPq/,94921,683,1590722538,Beautiful morning sky 🌃💙,GraphImage,muntazhalilintar
https://www.instagram.com/p/CArHia6J1e3/,139500,1795,1590544721,"Thank you guys for making a birthday surprise for me, semoga di ulang tahun aku yang ke-12 ini aku bisa jadi orang yang bertaqwa, beristiqamah, soleh, beradab, tidak lalai2, bisa mengendalikan nafsu, beriman, tidak sombong, punya jiwa pemimpin, tegas, kuat jiwa, dan bisa menjaga keluarga aku aamiiin🙏 #birthdaywishes #birthday #genhalilintar",GraphImage,muntazhalilintar
https://www.instagram.com/p/CAo4dn2pweQ/,111439,579,1590469708,Hahaha 😂😂 thank you kak @fatimahhalilintar for the photo #throwback,GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CAkoU_Lpuhj/,99799,377,1590327031,"Throwback di rumah isolasi, Taqabbalallahu minna wa minkum.... semoga allah menerima amal ibadah dari kita semua, selamat hari raya idul fitri mohon maaf lahir batin.... @halilintarasmid 😊😊🙏🙏🙏",GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CAjQvngpDeh/,109806,672,1590281112,"Ramadhan has already leave, semoga tuhan izinkan kita bertemu lagi dengan ramadhan tahun depan, aku sangat menyesal aku tidak memanfaatkan ramadhan sebaik-baiknya, semoga puasa kita, tarawih kita dan semua ibadah kita diterima",GraphImage,muntazhalilintar
https://www.instagram.com/p/CAfSzcbpi-g/,114164,965,1590147974,throwback time 😂  #throwback,GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CAUEqAQJgcN/,91380,1673,1589771525,Pray for us 🙏🙏🙏😢😢,GraphVideo,muntazhalilintar
https://www.instagram.com/p/CASUe3dp1Qy/,72451,903,1589712699,Detik detik sebelum banjir 😭😭😭,GraphVideo,muntazhalilintar
https://www.instagram.com/p/CASR6WrplXd/,134935,3115,1589711299,Mudah-mudahan kita dapat keredhaan tuhan 🙏🙏🙏🙏🙏😭😭😭😭😭😭,GraphImage,muntazhalilintar
https://www.instagram.com/p/CAM545BJ1UY/,25552,128,1589531221,"Starss!! Gimana puasanya?? Udah hari ke-22 Ramadhan nih guys, semoga puasanya tetep terjaga ya!! Btw guys, karena lagi #dirumahaja pasti bosen ya kalau ga ngapa-ngapain. Tapi bersyukurnya di rumah pakai velop triband dari @linksysid guys. Jadinya  WFH & SFH makin nyaman. Sinyal WiFi yang menjangkau hingga sudut rumah, Video Call, Streaming dan main game pun makin asiiikk tanpa lag dan Buffering. Teknologi Mesh networking dg seamless roamingnya bergerak bebas di sekitar rumah tanpa kehilangan sinyal WiFi. Jadi janhan takut ngelag atapun buffering guys!! Thank you @linksysid",GraphVideo,muntazhalilintar
https://www.instagram.com/p/CAIB61MJm6f/,107403,1443,1589367370,Aku setahun yang lalu dengan aku yang sekarang 😊,GraphSidecar,muntazhalilintar
https://www.instagram.com/p/CAFdpJ_pFmh/,107654,1292,1589281242,Ketika zoom aku di foto keluarga😂😂😂 #throwback,GraphSidecar,muntazhalilintar
https://www.instagram.com/p/B_xOHoApFXH/,124980,1088,1588602014,Sky looks so beautiful 😍 thank you kak @fatimahhalilintar for taking a photo of it 😊 #stayathome,GraphImage,muntazhalilintar
https://www.instagram.com/p/B_w7AGmpsaL/,87464,1131,1588592021,Dari 1-10 seberapa lasak kamu 🤣🤣🤣,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B_uI9H4pZ-x/,84717,470,1588498643,"Stars karena banyak yang nunggu, jadi akan ada Special Song di bulan Ramadhan di channel @genhalilintar, meskipun kita lagi terisolasi di #rumahisolasi dan kita lagi ada di waktu2 yang susah, kita tetep mau bikin lagu. Tunggu ya stars!!",GraphImage,muntazhalilintar
https://www.instagram.com/p/B_mDTDwpvmT/,123460,1394,1588227242,"Tipe tipe selfie, 1. Selfie senyum, 2. Selfie kayak habis tidur, 3. Selfie sok2 cool 4. Selfie camera terlau bawah, 5. Selfie camera terlau atas, 6. Selfie terlau dekat, 7. Selfie ketutup tangan, 8. Selfie ketiduran #stayathome #selfie",GraphSidecar,muntazhalilintar
https://www.instagram.com/p/B_lSMArJU2q/,49497,449,1588221908,There is a new video at my youtube channel after a few months 😅 watch it now at my youtube channel,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B_XHB1_Jq7-/,100756,436,1587725882,"Marhaban ya ramadhan mohon maaf lahir dan batin, sorry for all the bad things i have done all this year 😭😭😭😭😭😭😭🙏🙏🙏🙏🙏 #ramadhan #ramadhan2020 #ramadhandirumahaja",GraphImage,muntazhalilintar
https://www.instagram.com/p/B_RFlX9JinQ/,114317,886,1587523879,Baby me is so cute😆 #stayathome,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B_OrbpEpHXq/,127789,1917,1587443121,Rambut air mancur 🤣🤣🤣🤣 @sohwahalilintar,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B_OU9bzpK1B/,99465,675,1587431196,I miss hedgehog hair 😊#throwback,GraphImage,muntazhalilintar
https://www.instagram.com/p/B_Lx3Hnpneq/,102082,433,1587345685,I miss going to new york with my family 💙#throwback,GraphImage,muntazhalilintar
https://www.instagram.com/p/B_EOXCRpKEn/,152885,1767,1587092191,I look so mature. I’m 12 but this makes we look like I’m 16 😁 #mature #stayathome,GraphImage,muntazhalilintar
https://www.instagram.com/p/B-52Gu7JEmH/,100809,603,1586744080,Prank you! @saaihalilintar #dirumahaja,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B-3TGkwpe0P/,67180,418,1586658785,I’m walking with my hands or my feet? Give this thing a name #stayathome,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B-wzPXPJ6Iu/,58677,453,1586512064,Ketika nilai jelek 😏#stayathome,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B-wKvzHpnkk/,85414,850,1586419208,It’s a story! #throwback,GraphSidecar,muntazhalilintar
https://www.instagram.com/p/B-rIJxypnzK/,102705,579,1586250279,Wait till the end😂😂😂 @saaihalilintar,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B-j35CYpjbp/,61768,903,1586006742,Too many days in quarantine #stayathome #dirumahaja,GraphVideo,muntazhalilintar
https://www.instagram.com/p/B-jK59bJmzo/,88554,337,1585983084,"My father is somebody who can inspire, motivate, teach and train like nobody can, and just by looking at my fathers lifestyle can make you a great person, my father will do anything to help and save my family and other people, I am so thankful he is my father I wouldn’t be who I am today without him He is just an amazing person. Love you daddy @halilintarasmid

#halilintarthefather #newbook #preordersekarang",GraphImage,muntazhalilintar
https://www.instagram.com/p/B-YeMC9pWUl/,81432,257,1585624095,"I’m in the process of making new videos, stay tune at my YouTube channel, link in bio #throwback",GraphImage,muntazhalilintar
https://www.instagram.com/p/B-YRgUXpzVA/,90239,271,1585617445,"Social distance birthday photo but Hey! Happy 18th birthday my bro, I wish you can smile next Time I take a selfie with you",GraphImage,muntazhalilintar
https://www.instagram.com/p/CCconLTHRzP/,342,18,1594353712,"[GIVEAWAY POST]

Ada yang baru nih!

Saat IG Live bersama @thetalasi kemarin aku sempat bahas kalau kolaborasi aku bersama Talasi ini akan meluncurkan paket spesial.

Mulai hari ini, kalian bisa dapetin Limited Edition Bundle Package Talasi X Vicky Shu yang terdiri dari :
• Telon Oil Vicky Shu
• Cajeput Oil Vicky Shu
• Pouch 
• Gift Voucher 100K

Pouch cantik serbaguna ini bisa kamu gunakan untuk tempat tissue, make up bahkan perlengkapan untuk si baby lhoo. Bahan pouch ini terbuat dari kain upcycle2 dan zero waste pastinya, jadi aman banget untuk menyimpan produk-produk untuk si baby.

Oh iya, aku juga mau bagiin Paket Spesial ini dengan total hadiah senilai Rp 1.000.000 untuk 5 pemenang yang beruntung. Periode giveaway 9-16 Juli 2020. Pengumuman pemenang 17 Juli 2020.

Yuk simak cara ikutan giveaway ini :👇
1. Follow @thetalasi & @vickyshu
2. Comment di post ini “Aku mau #SehatBersamaTalasi” dan tag 3 teman kamu ya

Makin banyak kamu comment, makin besar kesempatan kamu untuk mendapatkan paket limited edition ini. Yuk ikutan sekarang! 👇",GraphSidecar,vickyshu
https://www.instagram.com/p/CCKrPQ2n8al/,7175,98,1593751109,"Bubuune Shooting @brownis_ttv duluu yahh. Live jam 12.30. Kalau masih montok jangan di Bully yah hahahaha. Cuss setel tivinya siapa tahu ada yang rindu gitu sama sayah ( GR ). Saya sihh yang rinduuu berjumpa walau lewat layar kacaaa

Makasih mba @fyajasmine_mua make up in dadakan. Akhirnya setelah 4 bulan mendekam karantina after melahirkan make up an lagi deh haha",GraphSidecar,vickyshu
https://www.instagram.com/p/CCKZtdGnfkb/,18365,82,1593741919,"Yah gitu deh ceritanya foto ber 4. Duuhh siapa yang senasib kalau foto sama anak2 susaaaaahhh fokusssssnyaaaa. Hahahaha
#vickyadembojo #thenugrohoputro",GraphSidecar,vickyshu
https://www.instagram.com/p/CCFVfwJhRWA/,3202,22,1593571938,"Abimanyu dan papanya. Aisyah dan ayahnya. Bubu dan bunda dimanaaa nih? 

Difotoin yuma @faiza_aljufri",GraphSidecar,vickyshu
https://www.instagram.com/p/CCBH0W2h97C/,2879,37,1593430549,"Keseruan mas Guinandra berenanggg. Akhirnya berenang juga yah mas. Alhamdulillah langsung hapoy karena menang seneng kalau di air ❤ ban nya daei jaman mas Abimanyu nih dulu dikasih teta @kalialabitta_ 
#guinandra4months",GraphSidecar,vickyshu
https://www.instagram.com/p/CCAURU_Bd6k/,431,8,1593403523,Jangaannn ketinggalannn sore inii yaahh. Sampai bertemu ❤❤,GraphSidecar,vickyshu
https://www.instagram.com/p/CCAIvXBBpaT/,10113,39,1593397478,"Susahnya mau foto bareng #thekakangadik Mas Abimanyu gerakannyaaaaa udahhhh suka kabur lari lari kesana kemari hahaha. Akhirnya foto sama yuma @faiza_aljufri dan oma @evasumendap.65 . Swipe untuk lihat keseruan, termasuk mas Ibim yang akhirnya mau pose foto sama Aisyah dan Fillio sepupu2nya hahaha.",GraphSidecar,vickyshu
https://www.instagram.com/p/CB-U4PQhGLG/,3149,28,1593336733,"Mas Ibim @abimanyu_manggala , Dino dan dedek Guin @guinandrajanadi_np yang tiba tiba on frame. Swipe sampai foto terakhir hahaha.. #ootdabimanyumanggala
Yang salfok nanya bajunya @babyshwn satu set sampai topi dan kaos kaki.
Sepatu Nike beli di Tokyo. 
#thenugrohoputro
#thekakangadik
#abimanyu23months 
#guinandra4months",GraphSidecar,vickyshu
https://www.instagram.com/p/CB8JKSoBRYy/,7758,45,1593263481,Selamat ulang tahun adek aku yang kedua tersayang tercinta. Ibuu polwan @natashayudhasoka. Bundanya Fillio dan Aisyah. Wish you all the best. Cieee yang udah langsing duluaaann. Tungguin ekeu nyusuull hahahaha. Love you ❤❤❤,GraphSidecar,vickyshu
https://www.instagram.com/p/CB24OKnh8iM/,428,16,1593086827,"Dalam rangka Hari Anti Narkotika Nasional (HANI) 2020 , aku akan ngobrol dengan BNN Kabupaten Cilacap nih.. sesuai dengan tema HANI 2020 yaitu Hidup 100% akan membahas tentang gimana sih cara Hidup 100% ala Vicky Shu

Hari/Tanggal : Jumat, 26 Juni 2020
Pukul : 15.00 WIB

Tentunya di akun Instagram official  Vicky Shu dan BNN Kabupaten Cilacap @infobnn_kab_cilacap 
Bagi yang bertanya saat Live Instagram akan berkesempatan mendapatkan voucher Gopay sebesar 50k untuk 3 orang, dan 25k untuk 4 orang bagi yang beruntung. 
Jangan lewatkan ya..",GraphImage,vickyshu
https://www.instagram.com/p/CB12mb2BAl1/,12680,88,1593052423,Selamaaat pagiiiii semuaaa. Salam dari GUINANDRA ❤,GraphSidecar,vickyshu
https://www.instagram.com/p/CB0XJwIhuli/,20805,306,1593002381,"Salah satu ciri Vicky Shu.. yang terpampang nyata di foto ini. Apa hayo? 
Terimakasih mas @aganharahap sudah mengirimkan fotonya.

Ps. Upload foto biar selalu konsisten dan semakin menikmati tiap hari olahraga. Rindu langsing. Alon alon asal kelakon.  Semangat 💪

Mamaaak menyusui yang senasiibb manaa suaranyaaa",GraphSidecar,vickyshu
https://www.instagram.com/p/CBwtGdOHF_i/,1064,20,1592879670,"Lukisan pertama mas @abimanyu_manggala . Swipe ke samping untuk lihat keseruannya. Kemaren sore sebelum mandi, mendung hujan jadi bermain di dalam rumah. Cari cat yang khusus anak2 jadi waktu dibersihin kena air langsung bersih. Tiap hari coba mainan baru yang penting seru dan gak harus mahal. 
#abimanyu23months",GraphSidecar,vickyshu
https://www.instagram.com/p/CBsyWZDBdgg/,18157,84,1592748205,"Happy father's day bojo @ade imam. Maaf jo, maaf ya jo istrimu memang ga romantis dan bisa nulis caption romantis. Walau istrimu maunya diromantisin mulu. Jahaha, yang jelas terimakasih sudah menjadi bapak yang baik untuk anak anak ( aku gombalin, biar kalau minta bantuin pegang anak gak nolak ) yang memang selalu mau bantuin megang anak. Udah gitu aja ucapannya. Love you

Baju Hari Raya family set by @nyonya_nursingwear",GraphSidecar,vickyshu
https://www.instagram.com/p/CBsw-QjBUFx/,9907,31,1592747483,"Selamat ulang tahun Bapak Presiden RI, bapak @jokowi semoga sehat selalu, penuh berkah dan kebahagiaan untuk bapak dan keluarga. Amin.",GraphSidecar,vickyshu
https://www.instagram.com/p/CBp757FBGFa/,4362,18,1592652551,"Duo CILACAPERS hahaha tadi pagi belum mandi habis bongkaran barang disamperiin mbakayune @ammysurya dalam rangka persiapan pembukaan Toko Sembako Sejenak di bawah naungan Toko Mitra Tani Cemerlang. Cuusss yang mau beliii Sembako murah meriah besok soft opening yah.  Alamatnya Jalan Raya Japos, kel. Jurang Mangu Barat. Cari ajaaa rukoonya sebelah pager biruu. Yang tinggal di bintaro dan sekitarnya mau online juga bisa. Yah tapiii kena ongkir yah hehe.",GraphImage,vickyshu
https://www.instagram.com/p/CBkAb8YHGLT/,536,17,1592453600,"Jadii ada menu baru super enak di @waroengsejenak ayang kalasan dengan rasa autentik jowo asli. Manis gurihnya nikmaat banget. Akan segera aku review yah simak di stories akuh. Nah untuk wilayah Jakarta, Bintaro dan sekitarnya sudah bisa langsung order. Dan kabar gembira untuk Bandung open PO hari ini sampai jam 12 untuk dikirimkan besok atau sampai Sabtu untuk diterima hari Minggu. Langsung chat admin yaah. Nikmatttt tak terkiraa ❤",GraphSidecar,vickyshu
https://www.instagram.com/p/CBfbyAyD9zX/,512,30,1592300165,"GIVEAWAY! Talasi X Vicky Shu

Yeay! Kali ini kolaborasi aku sama Talasi bakal ajakin kalian untuk ikutan giveaway menarik nih.

Dapatkan paket hadiah senilai Rp 1.500.000 untuk 3 orang pemenang!

Cukup ceritakan momen terbaikmu bersama Ibu di saat masa kecil. Nah kalau momenku bareng Ibu yang selalu ku ingat adalah momen saat nge-teh bareng Ibu di balkon rumah. Karena pada saat momen tersebut, aku dan Ibu merasa menjadi lebih dekat. Mulai curhat tentang pekerjaan, percintaan sampai ke hal-hal yang menurut kami itu lucu dan bikin kami berdua tertawa.

Nah, apa nih momen terbaikmu bersama Ibu di saat masa kecil? Share di kolom komentar yuk! Simak syarat dan ketentuannya di bawah ini ya :
1. Tulis ceritamu di kolom komentar post ini dan tag 3 temanmu
2. Follow Instagram @thetalasi & @vickyshu
3. Periode Giveaway 16-23 Juni 2020 (pengumuman pemenang 24 Juni 2020)

Yuk ikutan sekarang!",GraphSidecar,vickyshu
https://www.instagram.com/p/CBVL57FH1uV/,14294,54,1591956297,"Selamat sore dari duo pipi chubby dan double chin hahaha. 
Candid by bunda @natashayudhasoka",GraphImage,vickyshu
https://www.instagram.com/p/CA7bZWQH9os/,11304,61,1591092003,"Halloo! Manaaa suaranyaaa ibuu ibuuu pecintaaa Velvet Junior??? Angkaaat tangaaaannnnn!!! Motif baru lagi nih dari @velvetjunior. Machu Picchu!! Seri BasicWear motif ini lucu banget lhoo! Buruan kunjungi baby shop kesayangan yaa... jangan sampai kehabisan!

Selain lembut & adem, produk pakaian dari @velvetjunior ini beneran terjamin aman untuk bayi, bebas bahan-bahan berbahaya dengan jaminan sertifikasi internasional Standard 100 Class 1 by Oeko-Tex. 
Miliki segera koleksinya dan jangan lupa follow IG @velvetjunior untuk update produk-produk seru lainnya!

#velvetjunior #trustvelvetjunior #velvetbasicwear #velvetjuniormachupicchu #oekotexstandard100",GraphImage,vickyshu
https://www.instagram.com/p/CA1hZHInf6c/,21748,232,1590893820,"Selamaat pagiii, sudah kah ber olahraga. Walau di taman depan rumah saja tetap sempetin olahraga. Tiap pagi jalan2 atau lari sambil jemut anak dan biar mereka ada hiburan hehe. 
Mau lanjut sharing progres Ibu menyusui yang sedang proses menurunkan berat badan supaya kembali singset. Hahaha, jujur aku bukan tipe ibu2  yang hanya dengan mengASIhi bisa langsung kurus. Mungkin juga karena tiap hamil naiknya sampe 25 kg. 2 minggu awal selalu susut langsung 15-16 kg dan Mau nurunin 10-15kg lagi masih lumayan stuck. 
Tapi gakpapa yang penting ASI masih lancar. Btw walau belum kuruss dan pipi masih supeerr chubby, tapi perut itu wajib banget di kecilin salah satunya dengan bengkung dan bisa dilanjutin pakai korset. Kayaa aku biar badaan belum langsing tapii perut udah tepleek duluann. Dr awal pake size XL, udah progres skr size M udah kegedean. Jadi lagi tunggu pesenan @wonderfulwaist size S. Yang aku pake ini tipe breathable 25 bones. Jadi di lubang lubang di latexnya yang bikin nyaman dan ga pengap kalau aktifitas. Superrrr pw dipakenya buat kegiatan. Yang ikutin progres aku pasti tahuuu bgt aku share di stories perkembangan perut dan korset ini. Semoga bisa bantuu yah. Karena banyak yang nanyaaain. Hehe

#wonderfulwaistvickyshu #3monthpostpartum
Difotoin pak bojo @ade_imam
Notes. Percayalah kalau tampak singset hanya karena suami lg bener ambil fotonya. Aslinya masih gembalaaaa.",GraphImage,vickyshu
https://www.instagram.com/p/CAptgkUHvg_/,5035,26,1590497520,"Hari ini dek @guinandrajanadi_np ulang bulan yang ke 3 loohhh. Hehe Alhamdulillah semoga selalu sehat ya nak, dan situasi kembali normal jadi kita bisa segera jalan jalan. Amin. #thekakangadik #bimandra seperti biasa walau dirumah tetap keceee. 
#guinandrajanadinugrohoputro 
#abimanyumanggalanugrohoputro 
#vickyadembojo",GraphSidecar,vickyshu
